,Min Uyum,Max Uyum
-5,-0.13636363636363635,0.2727272727272727
-4,-0.2,0.08333333333333333
-3,0.03867403314917127,0.38461538461538464
-2,-0.008849557522123894,0.23076923076923078
-1,0.9534883720930233,0.9879518072289156
0,0.0,0.12962962962962962
1,-0.12871287128712872,0.07692307692307693
2,-0.13333333333333333,0.0
3,-0.2,0.07692307692307693
4,0.0,0.4
5,-0.09090909090909091,0.25
